"","rank","Ontology_Term","ID","mean_AUC","AUC_Maynard","AUC_He","AUC_Allen","combined_p_value","direction","layer","cell_type"
"19",5,"Acidosis, Lactic","C0001125",0.666120581483284,0.712806451264668,0.692233612923268,0.593321680261917,0,"positive",5,"NONN"
"20",5,"Acidosis, Lactic","C0001125",0.661163412025599,0.703706022691697,0.675683442062752,0.604100771322346,0,"positive",6,"NONN"
"21",1,"Animal Mammary Neoplasms","C0024667",0.643694301362121,0.732454592040084,0.650256884754925,0.548371427291356,0,"positive",1,"NONN"
"22",1,"Animal Mammary Neoplasms","C0024667",0.626661535257529,0.702626259750612,0.624069249312133,0.553289096709842,0,"positive",5,"NONN"
"23",1,"Animal Mammary Neoplasms","C0024667",0.63534832876508,0.709149917440073,0.6376354427914,0.559259626063766,0,"positive",6,"NONN"
"24",18,"Atrophy of cerebellum","C0740279",0.667613564863997,0.641628988961845,0.67316000066411,0.688051704966038,0,"positive",1,"GABA"
"25",18,"Atrophy of cerebellum","C0740279",0.676775674609568,0.657798965981634,0.691007952715379,0.681520105131692,0,"positive",2,"GABA"
"26",19,"Atrophy of cerebellum","C0740279",0.679418595022293,0.660853274725595,0.697328618153443,0.680073892187841,0,"positive",3,"GABA"
"27",17,"Atrophy of cerebellum","C0740279",0.682787134828174,0.664109867640546,0.698934103700752,0.685317433143222,0,"positive",4,"GABA"
"28",17,"Atrophy of cerebellum","C0740279",0.681299518565215,0.662923498313387,0.696342415035447,0.684632642346811,0,"positive",5,"GABA"
"29",16,"Atrophy of cerebellum","C0740279",0.678546690866929,0.659211310418728,0.690499908684897,0.685928853497161,0,"positive",6,"GABA"
"30",18,"Atrophy of cerebellum","C0740279",0.664849944864193,0.641628988961845,0.67316000066411,0.679760844966625,0,"positive",1,"GLUT"
"31",18,"Atrophy of cerebellum","C0740279",0.676331647561419,0.657798965981634,0.691007952715379,0.680188023987243,0,"positive",2,"GLUT"
"32",18,"Atrophy of cerebellum","C0740279",0.677202264174859,0.660853274725595,0.697328618153443,0.673424899645539,0,"positive",3,"GLUT"
"33",17,"Atrophy of cerebellum","C0740279",0.68131374764637,0.664109867640546,0.698934103700752,0.680897271597813,0,"positive",4,"GLUT"
"34",16,"Atrophy of cerebellum","C0740279",0.680329941755057,0.662923498313387,0.696342415035447,0.681723911916338,0,"positive",5,"GLUT"
"35",16,"Atrophy of cerebellum","C0740279",0.675314043520058,0.659211310418728,0.690499908684897,0.67623091145655,0,"positive",6,"GLUT"
"36",15,"Atrophy of cerebellum","C0740279",0.654296557812826,0.641628988961845,0.67316000066411,0.648100683812524,0,"positive",1,"NONN"
"37",18,"Atrophy of cerebellum","C0740279",0.665651628561192,0.657798965981634,0.691007952715379,0.648147966986562,0,"positive",2,"NONN"
"38",18,"Atrophy of cerebellum","C0740279",0.670146201548023,0.660853274725595,0.697328618153443,0.652256711765032,0,"positive",3,"NONN"
"39",16,"Atrophy of cerebellum","C0740279",0.676366949369435,0.664109867640546,0.698934103700752,0.666056876767005,0,"positive",4,"NONN"
"40",16,"Atrophy of cerebellum","C0740279",0.674672808898034,0.662923498313387,0.696342415035447,0.664752513345268,0,"positive",5,"NONN"
"41",16,"Atrophy of cerebellum","C0740279",0.670391158572521,0.659211310418728,0.690499908684897,0.661462256613938,0,"positive",6,"NONN"
"42",8,"Babinski Reflex","C0034935",0.689146620628927,0.676934570737787,0.708398810531151,0.682106480617841,0,"positive",1,"GABA"
"43",8,"Babinski Reflex","C0034935",0.69522499273841,0.686774489045066,0.718259244804708,0.680641244365454,0,"positive",2,"GABA"
"44",9,"Babinski Reflex","C0034935",0.699284608177154,0.689834211830428,0.726501600809557,0.681518011891478,0,"positive",3,"GABA"
"45",8,"Babinski Reflex","C0034935",0.703086649164211,0.692890180354703,0.728844964961784,0.687524802176147,0,"positive",4,"GABA"
"46",8,"Babinski Reflex","C0034935",0.702467173880545,0.693449565256566,0.724716016039179,0.689235940345891,0,"positive",5,"GABA"
"47",7,"Babinski Reflex","C0034935",0.699832416087711,0.689336772236488,0.726727820930369,0.683432655096275,0,"positive",6,"GABA"
"48",8,"Babinski Reflex","C0034935",0.686350687563994,0.676934570737787,0.708398810531151,0.673718681423043,0,"positive",1,"GLUT"
"49",8,"Babinski Reflex","C0034935",0.693670440387305,0.686774489045066,0.718259244804708,0.675977587312139,0,"positive",2,"GLUT"
"50",9,"Babinski Reflex","C0034935",0.696172677016124,0.689834211830428,0.726501600809557,0.672182218408387,0,"positive",3,"GLUT"
"51",8,"Babinski Reflex","C0034935",0.700108126859494,0.692890180354703,0.728844964961784,0.678589235261996,0,"positive",4,"GLUT"
"52",8,"Babinski Reflex","C0034935",0.697108773249227,0.693449565256566,0.724716016039179,0.673160738451937,0,"positive",5,"GLUT"
"53",7,"Babinski Reflex","C0034935",0.694956209331118,0.689336772236488,0.726727820930369,0.668804034826495,0,"positive",6,"GLUT"
"54",6,"Babinski Reflex","C0034935",0.681948195305664,0.676934570737787,0.708398810531151,0.660511204648055,0,"positive",1,"NONN"
"55",8,"Babinski Reflex","C0034935",0.685608249248592,0.686774489045066,0.718259244804708,0.651791013896002,0,"positive",2,"NONN"
"56",9,"Babinski Reflex","C0034935",0.693072616982139,0.689834211830428,0.726501600809557,0.662882038306431,0,"positive",3,"NONN"
"57",8,"Babinski Reflex","C0034935",0.69876782008696,0.692890180354703,0.728844964961784,0.674568314944392,0,"positive",4,"NONN"
"58",8,"Babinski Reflex","C0034935",0.699551964253401,0.693449565256566,0.724716016039179,0.680490311464456,0,"positive",5,"NONN"
"59",7,"Babinski Reflex","C0034935",0.696077748190969,0.689336772236488,0.726727820930369,0.67216865140605,0,"positive",6,"NONN"
"60",13,"Cerebral atrophy","C0235946",0.645313516337923,0.621786424223062,0.666396046307502,0.647758078483205,0,"positive",1,"GABA"
"61",12,"Cerebral atrophy","C0235946",0.652377526778316,0.630995642759526,0.682675837352096,0.643461100223326,0,"positive",2,"GABA"
"62",11,"Cerebral atrophy","C0235946",0.655513928266497,0.638061737926628,0.688702461530353,0.63977758534251,0,"positive",3,"GABA"
"63",11,"Cerebral atrophy","C0235946",0.656114548902467,0.639090037804164,0.689079505626268,0.64017410327697,0,"positive",4,"GABA"
"64",11,"Cerebral atrophy","C0235946",0.655174411763882,0.639418383827627,0.687129417345245,0.638975434118773,0,"positive",5,"GABA"
"65",11,"Cerebral atrophy","C0235946",0.656310311468275,0.637081136964663,0.687604776702729,0.644245020737432,0,"positive",6,"GABA"
"66",13,"Cerebral atrophy","C0235946",0.644586111023671,0.621786424223062,0.666396046307502,0.645575862540449,0,"positive",1,"GLUT"
"67",12,"Cerebral atrophy","C0235946",0.653776126052126,0.630995642759526,0.682675837352096,0.647656898044756,0,"positive",2,"GLUT"
"68",11,"Cerebral atrophy","C0235946",0.655439182357012,0.638061737926628,0.688702461530353,0.639553347614056,0,"positive",3,"GLUT"
"69",11,"Cerebral atrophy","C0235946",0.656591889649623,0.639090037804164,0.689079505626268,0.641606125518436,0,"positive",4,"GLUT"
"70",11,"Cerebral atrophy","C0235946",0.655041935273901,0.639418383827627,0.687129417345245,0.638578004648831,0,"positive",5,"GLUT"
"71",11,"Cerebral atrophy","C0235946",0.654690209072456,0.637081136964663,0.687604776702729,0.639384713549975,0,"positive",6,"GLUT"
"72",10,"Cerebral atrophy","C0235946",0.640263002079989,0.621786424223062,0.666396046307502,0.632606535709403,0,"positive",1,"NONN"
"73",12,"Cerebral atrophy","C0235946",0.644967351003891,0.630995642759526,0.682675837352096,0.62123057290005,0,"positive",2,"NONN"
"74",11,"Cerebral atrophy","C0235946",0.653273374052924,0.638061737926628,0.688702461530353,0.633055922701791,0,"positive",3,"NONN"
"75",11,"Cerebral atrophy","C0235946",0.6568905694424,0.639090037804164,0.689079505626268,0.642502164896769,0,"positive",4,"NONN"
"76",11,"Cerebral atrophy","C0235946",0.655602225749874,0.639418383827627,0.687129417345245,0.640258876076751,0,"positive",5,"NONN"
"77",11,"Cerebral atrophy","C0235946",0.656268076990964,0.637081136964663,0.687604776702729,0.644118317305501,0,"positive",6,"NONN"
"78",13,"CSF lactate increased","C1167918",0.755913387380518,0.803724781897492,0.759447504844224,0.704567875399839,0,"positive",3,"GABA"
"79",13,"CSF lactate increased","C1167918",0.759929662563304,0.805945565249,0.758478660052145,0.715364762388768,0,"positive",4,"GABA"
"80",16,"CSF lactate increased","C1167918",0.75688262080863,0.803997410032715,0.750433697537815,0.716216754855361,0,"positive",5,"GABA"
"81",13,"CSF lactate increased","C1167918",0.757596232903337,0.805945565249,0.758478660052145,0.708364473408867,0,"positive",4,"GLUT"
"82",19,"Developmental regression","C1836830",0.656623070991042,0.668004874303075,0.6884244113717,0.61343992729835,0,"positive",4,"GABA"
"83",20,"Developmental regression","C1836830",0.655999151524136,0.661085700931459,0.693842249151423,0.613069504489524,0,"positive",6,"GABA"
"84",20,"Developmental regression","C1836830",0.651565325323351,0.665624061028945,0.690142683807154,0.598929231133955,0,"positive",3,"GLUT"
"85",19,"Developmental regression","C1836830",0.654589861351488,0.668004874303075,0.6884244113717,0.607340298379688,0,"positive",4,"GLUT"
"86",20,"Developmental regression","C1836830",0.651971146462239,0.661085700931459,0.693842249151423,0.600985489303836,0,"positive",6,"GLUT"
"87",19,"Developmental regression","C1836830",0.653951945761252,0.665624061028945,0.690142683807154,0.606089092447655,0,"positive",3,"NONN"
"88",18,"Developmental regression","C1836830",0.654506447622686,0.668004874303075,0.6884244113717,0.607090057193282,0,"positive",4,"NONN"
"89",20,"Developmental regression","C1836830",0.654665031149457,0.665624061028945,0.687374249335729,0.610996783083696,0,"positive",5,"NONN"
"90",20,"Developmental regression","C1836830",0.65639317163782,0.661085700931459,0.693842249151423,0.614251564830577,0,"positive",6,"NONN"
"91",9,"Dysarthria","C0013362",0.673027901834593,0.628794843629359,0.685723561797814,0.704565300076606,0,"positive",1,"GABA"
"92",5,"Dysarthria","C0013362",0.682831068258192,0.646586033701873,0.699375774143736,0.702531396928967,0,"positive",2,"GABA"
"93",4,"Dysarthria","C0013362",0.685383103995586,0.648600862844362,0.705710793541663,0.701837655600734,0,"positive",3,"GABA"
"94",4,"Dysarthria","C0013362",0.689444006839911,0.652001695441412,0.708543636697642,0.707786688380681,0,"positive",4,"GABA"
"95",4,"Dysarthria","C0013362",0.689106164166298,0.653233477406054,0.707770629736941,0.706314385355897,0,"positive",5,"GABA"
"96",4,"Dysarthria","C0013362",0.685670994531509,0.650502264568458,0.701288284306504,0.705222434719566,0,"positive",6,"GABA"
"97",9,"Dysarthria","C0013362",0.67289873678249,0.628794843629359,0.685723561797814,0.704177804920296,0,"positive",1,"GLUT"
"98",5,"Dysarthria","C0013362",0.684479261941485,0.646586033701873,0.699375774143736,0.707475977978847,0,"positive",2,"GLUT"
"99",4,"Dysarthria","C0013362",0.685159594884688,0.648600862844362,0.705710793541663,0.70116712826804,0,"positive",3,"GLUT"
"100",4,"Dysarthria","C0013362",0.68814848731962,0.652001695441412,0.708543636697642,0.703900129819806,0,"positive",4,"GLUT"
"101",4,"Dysarthria","C0013362",0.687677908209973,0.653233477406054,0.707770629736941,0.702029617486924,0,"positive",5,"GLUT"
"102",4,"Dysarthria","C0013362",0.684423986309588,0.650502264568458,0.701288284306504,0.701481410053803,0,"positive",6,"GLUT"
"103",7,"Dysarthria","C0013362",0.663163739422338,0.628794843629359,0.685723561797814,0.674972812839839,0,"positive",1,"NONN"
"104",5,"Dysarthria","C0013362",0.675853179291328,0.646586033701873,0.699375774143736,0.681597730028375,0,"positive",2,"NONN"
"105",4,"Dysarthria","C0013362",0.679079908976,0.648600862844362,0.705710793541663,0.682928070541975,0,"positive",3,"NONN"
"106",4,"Dysarthria","C0013362",0.684305380596549,0.652001695441412,0.708543636697642,0.692370809650594,0,"positive",4,"NONN"
"107",4,"Dysarthria","C0013362",0.685728825430651,0.653233477406054,0.707770629736941,0.696182369148957,0,"positive",5,"NONN"
"108",4,"Dysarthria","C0013362",0.681741579363485,0.650502264568458,0.701288284306504,0.693434189215492,0,"positive",6,"NONN"
"109",14,"Dystonia","C0013421",0.671794131602206,0.64885256044827,0.678979897874681,0.687549936483667,0,"positive",1,"GABA"
"110",15,"Dystonia","C0013421",0.678114008326669,0.660464259395726,0.695921382049093,0.677956383535187,0,"positive",2,"GABA"
"111",15,"Dystonia","C0013421",0.678941292486972,0.665323758012264,0.701355382682181,0.670144736766473,0,"positive",3,"GABA"
"112",12,"Dystonia","C0013421",0.685790547436075,0.670649045480458,0.706130716571863,0.680591880255905,0,"positive",4,"GABA"
"113",12,"Dystonia","C0013421",0.685354017973882,0.672274092406946,0.707208244205491,0.676579717309207,0,"positive",5,"GABA"
"114",12,"Dystonia","C0013421",0.684364270508743,0.671406821373451,0.696626411257446,0.685059578895333,0,"positive",6,"GABA"
"115",14,"Dystonia","C0013421",0.665494710051104,0.64885256044827,0.678979897874681,0.668651671830363,0,"positive",1,"GLUT"
"116",15,"Dystonia","C0013421",0.676539991201209,0.660464259395726,0.695921382049093,0.673234332158808,0,"positive",2,"GLUT"
"117",14,"Dystonia","C0013421",0.677386435643015,0.665323758012264,0.701355382682181,0.665480166234602,0,"positive",3,"GLUT"
"118",12,"Dystonia","C0013421",0.682057645592281,0.670649045480458,0.706130716571863,0.669393174724523,0,"positive",4,"GLUT"
"119",12,"Dystonia","C0013421",0.683275606437859,0.672274092406946,0.707208244205491,0.67034448270114,0,"positive",5,"GLUT"
"120",12,"Dystonia","C0013421",0.681217673278937,0.671406821373451,0.696626411257446,0.675619787205914,0,"positive",6,"GLUT"
"121",11,"Dystonia","C0013421",0.662474570679217,0.64885256044827,0.678979897874681,0.6595912537147,0,"positive",1,"NONN"
"122",15,"Dystonia","C0013421",0.665027536060218,0.660464259395726,0.695921382049093,0.638696966735835,0,"positive",2,"NONN"
"123",14,"Dystonia","C0013421",0.668814125698638,0.665323758012264,0.701355382682181,0.639763236401469,0,"positive",3,"NONN"
"124",12,"Dystonia","C0013421",0.678266783896941,0.670649045480458,0.706130716571863,0.658020589638503,0,"positive",4,"NONN"
"125",12,"Dystonia","C0013421",0.678085086178736,0.672274092406946,0.707208244205491,0.654772921923769,0,"positive",5,"NONN"
"126",12,"Dystonia","C0013421",0.675423604152473,0.671406821373451,0.696626411257446,0.658237579826523,0,"positive",6,"NONN"
"127",16,"Dystonic disease","C4020871",0.678333648211424,0.656548707676527,0.68674951926501,0.691702717692734,0,"positive",1,"GABA"
"128",16,"Dystonic disease","C4020871",0.683793743687158,0.666130577408773,0.702138380457232,0.683112273195468,0,"positive",2,"GABA"
"129",16,"Dystonic disease","C4020871",0.684879646789717,0.67219786919035,0.707310732853785,0.675130338325014,0,"positive",3,"GABA"
"130",15,"Dystonic disease","C4020871",0.692227862642967,0.678505143166797,0.712411865251763,0.68576657951034,0,"positive",4,"GABA"
"131",13,"Dystonic disease","C4020871",0.6918093642807,0.681340416678763,0.713643971227121,0.680443704936217,0,"positive",5,"GABA"
"132",13,"Dystonic disease","C4020871",0.690813900347186,0.678979301535693,0.703997222420056,0.689465177085809,0,"positive",6,"GABA"
"133",16,"Dystonic disease","C4020871",0.672441352302489,0.656548707676527,0.68674951926501,0.67402582996593,0,"positive",1,"GLUT"
"134",16,"Dystonic disease","C4020871",0.68208283858191,0.666130577408773,0.702138380457232,0.677979557879724,0,"positive",2,"GLUT"
"135",15,"Dystonic disease","C4020871",0.683979031413228,0.67219786919035,0.707310732853785,0.672428492195547,0,"positive",3,"GLUT"
"136",15,"Dystonic disease","C4020871",0.68977269532923,0.678505143166797,0.712411865251763,0.678401077569131,0,"positive",4,"GLUT"
"137",13,"Dystonic disease","C4020871",0.690398488227561,0.681340416678763,0.713643971227121,0.676211076776801,0,"positive",5,"GLUT"
"138",13,"Dystonic disease","C4020871",0.68761182972415,0.678979301535693,0.703997222420056,0.679858965216702,0,"positive",6,"GLUT"
"139",13,"Dystonic disease","C4020871",0.671212712205296,0.656548707676527,0.68674951926501,0.670339909674352,0,"positive",1,"NONN"
"140",16,"Dystonic disease","C4020871",0.673913385553888,0.666130577408773,0.702138380457232,0.653471198795658,0,"positive",2,"NONN"
"141",15,"Dystonic disease","C4020871",0.676705968000397,0.67219786919035,0.707310732853785,0.650609301957056,0,"positive",3,"NONN"
"142",14,"Dystonic disease","C4020871",0.686050327846463,0.678505143166797,0.712411865251763,0.66723397512083,0,"positive",4,"NONN"
"143",13,"Dystonic disease","C4020871",0.687816548074906,0.681340416678763,0.713643971227121,0.668465256318834,0,"positive",5,"NONN"
"144",13,"Dystonic disease","C4020871",0.68433052607679,0.678979301535693,0.703997222420056,0.670015054274622,0,"positive",6,"NONN"
"145",17,"Epileptic encephalopathy","C0543888",0.825635969488313,0.789544381920494,0.844165830825811,0.843197695718635,0,"positive",1,"GABA"
"146",17,"Epileptic encephalopathy","C0543888",0.839796998557036,0.820119803957161,0.857418923436978,0.841852268276969,0,"positive",2,"GABA"
"147",18,"Epileptic encephalopathy","C0543888",0.846404965519596,0.822239970956616,0.868572383818121,0.848402541784049,0,"positive",3,"GABA"
"148",18,"Epileptic encephalopathy","C0543888",0.844724234313884,0.818791069159557,0.866947509194249,0.848434124587844,0,"positive",4,"GABA"
"149",20,"Epileptic encephalopathy","C0543888",0.841339627270252,0.819684153203848,0.863309929789368,0.84102479881754,0,"positive",5,"GABA"
"150",18,"Epileptic encephalopathy","C0543888",0.833655458445804,0.813294608821928,0.839578736208626,0.848093030306859,0,"positive",6,"GABA"
"151",17,"Epileptic encephalopathy","C0543888",0.821612320284832,0.789544381920494,0.844165830825811,0.83112674810819,0,"positive",1,"GLUT"
"152",17,"Epileptic encephalopathy","C0543888",0.835381722586496,0.820119803957161,0.857418923436978,0.82860644036535,0,"positive",2,"GLUT"
"153",17,"Epileptic encephalopathy","C0543888",0.839174608970796,0.822239970956616,0.868572383818121,0.826711472137651,0,"positive",3,"GLUT"
"154",18,"Epileptic encephalopathy","C0543888",0.840511088287632,0.818791069159557,0.866947509194249,0.83579468650909,0,"positive",4,"GLUT"
"155",18,"Epileptic encephalopathy","C0543888",0.837977111426212,0.819684153203848,0.863309929789368,0.83093725128542,0,"positive",5,"GLUT"
"156",18,"Epileptic encephalopathy","C0543888",0.826521955828642,0.813294608821928,0.839578736208626,0.826692522455374,0,"positive",6,"GLUT"
"157",17,"Epileptic encephalopathy","C0543888",0.801270188967654,0.820119803957161,0.857418923436978,0.726271839508824,0,"positive",2,"NONN"
"158",17,"Epileptic encephalopathy","C0543888",0.806932777336618,0.822239970956616,0.868572383818121,0.729985977235115,0,"positive",3,"NONN"
"159",17,"Epileptic encephalopathy","C0543888",0.810115797915334,0.818791069159557,0.866947509194249,0.744608815392195,0,"positive",4,"NONN"
"160",18,"Epileptic encephalopathy","C0543888",0.804566716051619,0.819684153203848,0.863309929789368,0.730706065161641,0,"positive",5,"NONN"
"161",18,"Epileptic encephalopathy","C0543888",0.790730217047907,0.813294608821928,0.839578736208626,0.719317306113167,0,"positive",6,"NONN"
"162",20,"Glomerulonephritis","C0017658",0.229789918171842,0.23106458060999,0.232142681281453,0.226162492624085,0,"negative",2,"GABA"
"163",20,"Glomerulonephritis","C0017658",0.21861491317593,0.218531827214481,0.219551708176993,0.217761204136317,0,"negative",4,"GABA"
"164",18,"Glomerulonephritis","C0017658",0.223577625530548,0.21046584560914,0.223052757014408,0.237214273968097,0,"negative",5,"GABA"
"165",17,"Glomerulonephritis","C0017658",0.229613130650874,0.218015979553675,0.230562038979329,0.240261373419619,0,"negative",6,"GABA"
"166",20,"Glomerulonephritis","C0017658",0.222048028454271,0.23106458060999,0.232142681281453,0.202936823471372,0,"negative",2,"GLUT"
"167",20,"Glomerulonephritis","C0017658",0.220978430528275,0.218531827214481,0.219551708176993,0.224851756193351,0,"negative",4,"GLUT"
"168",17,"Glomerulonephritis","C0017658",0.221049661541137,0.21046584560914,0.223052757014408,0.229630381999865,0,"negative",5,"GLUT"
"169",17,"Glomerulonephritis","C0017658",0.223344811779172,0.218015979553675,0.230562038979329,0.221456416804512,0,"negative",6,"GLUT"
"170",19,"Glomerulonephritis","C0017658",0.241686503808235,0.23106458060999,0.232142681281453,0.261852249533262,0,"negative",2,"NONN"
"171",20,"Glomerulonephritis","C0017658",0.240623731785205,0.224176841957173,0.220669483262918,0.277024870135523,0,"negative",3,"NONN"
"172",19,"Glomerulonephritis","C0017658",0.237181260945099,0.218531827214481,0.219551708176993,0.273460247443822,0,"negative",4,"NONN"
"173",17,"Glomerulonephritis","C0017658",0.227050351572124,0.21046584560914,0.223052757014408,0.247632452092825,0,"negative",5,"NONN"
"174",17,"Glomerulonephritis","C0017658",0.237808054731343,0.218015979553675,0.230562038979329,0.264846145661027,0,"negative",6,"NONN"
"175",19,"Hypersensitivity","C0020517",0.308287538854203,0.314481953789183,0.359814427955181,0.250566234818245,0,"negative",1,"GABA"
"176",14,"Hypersensitivity","C0020517",0.277851580725182,0.279611954310749,0.295097533845194,0.258845254019601,0,"negative",2,"GABA"
"177",17,"Hypersensitivity","C0020517",0.279816284854876,0.283777969018933,0.2880083561681,0.267662529377595,0,"negative",3,"GABA"
"178",19,"Hypersensitivity","C0020517",0.286360995643957,0.295118786835654,0.297471445237255,0.266492754858961,0,"negative",6,"GABA"
"179",19,"Hypersensitivity","C0020517",0.309530146714164,0.314481953789183,0.359814427955181,0.254294058398128,0,"negative",1,"GLUT"
"180",14,"Hypersensitivity","C0020517",0.276529033832056,0.279611954310749,0.295097533845194,0.254877613340226,0,"negative",2,"GLUT"
"181",16,"Hypersensitivity","C0020517",0.279151902668135,0.283777969018933,0.2880083561681,0.265669382817371,0,"negative",3,"GLUT"
"182",20,"Hypersensitivity","C0020517",0.281414245973619,0.291679705836332,0.282731490273746,0.269831541810779,0,"negative",5,"GLUT"
"183",19,"Hypersensitivity","C0020517",0.285634438653644,0.295118786835654,0.297471445237255,0.264313083888021,0,"negative",6,"GLUT"
"184",14,"Hypersensitivity","C0020517",0.307371289249702,0.279611954310749,0.295097533845194,0.347404379593164,0,"negative",2,"NONN"
"185",16,"Hypersensitivity","C0020517",0.308524168087042,0.283777969018933,0.2880083561681,0.353786179074093,0,"negative",3,"NONN"
"186",19,"Hypersensitivity","C0020517",0.292906814308169,0.291679705836332,0.282731490273746,0.30430924681443,0,"negative",5,"NONN"
"187",19,"Hypersensitivity","C0020517",0.305252365603579,0.295118786835654,0.297471445237255,0.323166864737827,0,"negative",6,"NONN"
"188",10,"Hypoplasia of corpus callosum","C0344482",0.705758836664096,0.684421318536591,0.726358291143467,0.706496900312231,0,"positive",1,"GABA"
"189",10,"Hypoplasia of corpus callosum","C0344482",0.71121431229473,0.6941046927121,0.737247793623799,0.70229045054829,0,"positive",2,"GABA"
"190",10,"Hypoplasia of corpus callosum","C0344482",0.710986352194555,0.694612071292088,0.739523886207154,0.698823099084423,0,"positive",3,"GABA"
"191",10,"Hypoplasia of corpus callosum","C0344482",0.712155171146837,0.694337870953116,0.74123242852598,0.700895213961416,0,"positive",4,"GABA"
"192",10,"Hypoplasia of corpus callosum","C0344482",0.713907041332691,0.697118737383006,0.741163694064877,0.703438692550191,0,"positive",5,"GABA"
"193",9,"Hypoplasia of corpus callosum","C0344482",0.712063242253225,0.694057193440782,0.739229309945287,0.702903223373607,0,"positive",6,"GABA"
"194",10,"Hypoplasia of corpus callosum","C0344482",0.702866548928603,0.684421318536591,0.726358291143467,0.697820037105751,0,"positive",1,"GLUT"
"195",10,"Hypoplasia of corpus callosum","C0344482",0.708495486405172,0.6941046927121,0.737247793623799,0.694133972879618,0,"positive",2,"GLUT"
"196",10,"Hypoplasia of corpus callosum","C0344482",0.706595127855596,0.694612071292088,0.739523886207154,0.685649426067545,0,"positive",3,"GLUT"
"197",10,"Hypoplasia of corpus callosum","C0344482",0.708389289332175,0.694337870953116,0.74123242852598,0.689597568517429,0,"positive",4,"GLUT"
"198",10,"Hypoplasia of corpus callosum","C0344482",0.709684879445024,0.697118737383006,0.741163694064877,0.690772206887189,0,"positive",5,"GLUT"
"199",9,"Hypoplasia of corpus callosum","C0344482",0.708156579809978,0.694057193440782,0.739229309945287,0.691183236043863,0,"positive",6,"GLUT"
"200",8,"Hypoplasia of corpus callosum","C0344482",0.698681467652929,0.684421318536591,0.726358291143467,0.685264793278731,0,"positive",1,"NONN"
"201",10,"Hypoplasia of corpus callosum","C0344482",0.708940453749094,0.6941046927121,0.737247793623799,0.695468874911384,0,"positive",2,"NONN"
"202",10,"Hypoplasia of corpus callosum","C0344482",0.708106005673094,0.694612071292088,0.739523886207154,0.690182059520039,0,"positive",3,"NONN"
"203",10,"Hypoplasia of corpus callosum","C0344482",0.710429351476767,0.694337870953116,0.74123242852598,0.695717754951204,0,"positive",4,"NONN"
"204",10,"Hypoplasia of corpus callosum","C0344482",0.712390507150652,0.697118737383006,0.741163694064877,0.698889090004073,0,"positive",5,"NONN"
"205",9,"Hypoplasia of corpus callosum","C0344482",0.711112344525324,0.694057193440782,0.739229309945287,0.700050530189903,0,"positive",6,"NONN"
"206",12,"Inflammation","C0021368",0.352663117310159,0.349364562634761,0.375429069874755,0.33319571942096,0,"negative",1,"GABA"
