"","rank","Ontology_Term","ID","mean_AUC","AUC_Maynard","AUC_He","AUC_Allen","combined_p_value","direction","layer","cell_type"
"27",9,"positive regulation of vasculature development","GO:1904018",0.668265972522602,0.675815785558227,0.714492946041768,0.614489185967812,0,"positive",1,"GLUT"
"28",7,"positive regulation of vasculature development","GO:1904018",0.383445506417364,0.361542028955243,0.353528946061438,0.435265544235411,0,"negative",5,"GLUT"
"29",5,"protein targeting to ER","GO:0045047",0.674175365106441,0.733043864791563,0.669798864125643,0.619683366402116,0,"positive",1,"GABA"
"30",5,"protein targeting to ER","GO:0045047",0.661555750054177,0.733043864791563,0.669798864125643,0.581824521245325,0,"positive",1,"GLUT"
"31",5,"protein targeting to ER","GO:0045047",0.684512692095583,0.733043864791563,0.669798864125643,0.650695347369542,0,"positive",1,"NONN"
"32",18,"regulation of ossification","GO:0030278",0.636181538698311,0.647068584419598,0.632135596120209,0.629340435555127,0,"positive",1,"GLUT"
"33",18,"regulation of ossification","GO:0030278",0.614454975534408,0.647068584419598,0.632135596120209,0.564160746063417,0,"positive",1,"NONN"
"34",19,"regulation of synaptic plasticity","GO:0048167",0.614985298449427,0.65065132156285,0.64765013624818,0.546654437537251,0,"positive",3,"GLUT"
"35",19,"regulation of synaptic plasticity","GO:0048167",0.627328418534797,0.65065132156285,0.64765013624818,0.583683797793361,0,"positive",3,"NONN"
"36",14,"response to interferon-gamma","GO:0034341",0.662626991783659,0.656988026424443,0.7091383478692,0.621754601057333,0,"positive",1,"GLUT"
"37",14,"response to interferon-gamma","GO:0034341",0.647190006459192,0.656988026424443,0.7091383478692,0.575443645083933,0,"positive",1,"NONN"
"38",1,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.699297969956218,0.776645452527196,0.709206461502181,0.612041995839277,0,"positive",1,"GABA"
"39",14,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.237497583396763,0.292488714571154,0.188463624572574,0.231540411046561,0,"negative",3,"GABA"
"40",1,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.695738166374896,0.776645452527196,0.709206461502181,0.601362585095312,0,"positive",1,"GLUT"
"41",14,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.214223364639094,0.292488714571154,0.188463624572574,0.161717754773553,0,"negative",3,"GLUT"
"42",1,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.717824638747156,0.776645452527196,0.709206461502181,0.667622002212091,0,"positive",1,"NONN"
"43",14,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.280933234955703,0.292488714571154,0.188463624572574,0.361847365723381,0,"negative",3,"NONN"
"44",4,"SRP-dependent cotranslational protein targeting to membrane","GO:0006614",0.314008175849231,0.309534522311848,0.20359470188264,0.428895303353206,0,"negative",5,"NONN"
"45",10,"structural constituent of ribosome","GO:0003735",0.638395136848135,0.68360619987784,0.592182208864289,0.639397001802277,0,"positive",1,"GABA"
"46",10,"structural constituent of ribosome","GO:0003735",0.613633115741854,0.68360619987784,0.592182208864289,0.565110938483434,0,"positive",1,"GLUT"
"47",10,"structural constituent of ribosome","GO:0003735",0.629613607865768,0.68360619987784,0.592182208864289,0.613052414855176,0,"positive",1,"NONN"
