"","rank","Ontology_Term","ID","mean_AUC","AUC_Maynard","AUC_He","AUC_Allen","combined_p_value","direction","layer","cell_type"
"19",5,"Acidosis, Lactic","C0001125",0.669440421971581,0.714717217406324,0.696254659832246,0.597349388676174,0,"positive",4,"NONN"
"20",5,"Acidosis, Lactic","C0001125",0.664377758809326,0.712806451264668,0.692233612923268,0.588093212240041,0,"positive",5,"NONN"
"21",5,"Acidosis, Lactic","C0001125",0.659808511261675,0.703706022691697,0.675683442062752,0.600036069030575,0,"positive",6,"NONN"
"22",1,"Animal Mammary Neoplasms","C0024667",0.643694301362121,0.732454592040084,0.650256884754925,0.548371427291356,0,"positive",1,"NONN"
"23",1,"Animal Mammary Neoplasms","C0024667",0.627646405357643,0.702626259750612,0.624069249312133,0.556243707010184,0,"positive",5,"NONN"
"24",1,"Animal Mammary Neoplasms","C0024667",0.634039229681488,0.709149917440073,0.6376354427914,0.555332328812992,0,"positive",6,"NONN"
"25",18,"Atrophy of cerebellum","C0740279",0.666696162590709,0.641628988961845,0.67316000066411,0.685299498146174,0,"positive",1,"GABA"
"26",18,"Atrophy of cerebellum","C0740279",0.67631371256437,0.657798965981634,0.691007952715379,0.680134218996097,0,"positive",2,"GABA"
"27",19,"Atrophy of cerebellum","C0740279",0.678827283604439,0.660853274725595,0.697328618153443,0.67829995793428,0,"positive",3,"GABA"
"28",17,"Atrophy of cerebellum","C0740279",0.682633328641361,0.664109867640546,0.698934103700752,0.684856014582783,0,"positive",4,"GABA"
"29",17,"Atrophy of cerebellum","C0740279",0.681103864051955,0.662923498313387,0.696342415035447,0.684045678807029,0,"positive",5,"GABA"
"30",16,"Atrophy of cerebellum","C0740279",0.678546690866929,0.659211310418728,0.690499908684897,0.685928853497161,0,"positive",6,"GABA"
"31",18,"Atrophy of cerebellum","C0740279",0.664849944864193,0.641628988961845,0.67316000066411,0.679760844966625,0,"positive",1,"GLUT"
"32",18,"Atrophy of cerebellum","C0740279",0.676410452851482,0.657798965981634,0.691007952715379,0.680424439857433,0,"positive",2,"GLUT"
"33",18,"Atrophy of cerebellum","C0740279",0.676394645822901,0.660853274725595,0.697328618153443,0.671002044589664,0,"positive",3,"GLUT"
"34",17,"Atrophy of cerebellum","C0740279",0.680469715815555,0.664109867640546,0.698934103700752,0.678365176105367,0,"positive",4,"GLUT"
"35",16,"Atrophy of cerebellum","C0740279",0.678977208189765,0.662923498313387,0.696342415035447,0.67766571122046,0,"positive",5,"GLUT"
"36",16,"Atrophy of cerebellum","C0740279",0.674995017966492,0.659211310418728,0.690499908684897,0.675273834795851,0,"positive",6,"GLUT"
"37",15,"Atrophy of cerebellum","C0740279",0.654296557812826,0.641628988961845,0.67316000066411,0.648100683812524,0,"positive",1,"NONN"
"38",18,"Atrophy of cerebellum","C0740279",0.66374508402642,0.657798965981634,0.691007952715379,0.642428333382247,0,"positive",2,"NONN"
"39",18,"Atrophy of cerebellum","C0740279",0.671119039266735,0.660853274725595,0.697328618153443,0.655175224921168,0,"positive",3,"NONN"
"40",16,"Atrophy of cerebellum","C0740279",0.675324002116804,0.664109867640546,0.698934103700752,0.662928035009114,0,"positive",4,"NONN"
"41",16,"Atrophy of cerebellum","C0740279",0.672132561134202,0.662923498313387,0.696342415035447,0.657131770053772,0,"positive",5,"NONN"
"42",16,"Atrophy of cerebellum","C0740279",0.670012349695458,0.659211310418728,0.690499908684897,0.66032582998275,0,"positive",6,"NONN"
"43",8,"Babinski Reflex","C0034935",0.688385172622767,0.676934570737787,0.708398810531151,0.679822136599363,0,"positive",1,"GABA"
"44",8,"Babinski Reflex","C0034935",0.695300176543027,0.686774489045066,0.718259244804708,0.680866795779306,0,"positive",2,"GABA"
"45",9,"Babinski Reflex","C0034935",0.699324743892401,0.689834211830428,0.726501600809557,0.681638419037218,0,"positive",3,"GABA"
"46",8,"Babinski Reflex","C0034935",0.702495353979027,0.692890180354703,0.728844964961784,0.685750916620595,0,"positive",4,"GABA"
"47",8,"Babinski Reflex","C0034935",0.701807478391913,0.693449565256566,0.724716016039179,0.687256853879993,0,"positive",5,"GABA"
"48",7,"Babinski Reflex","C0034935",0.699832416087711,0.689336772236488,0.726727820930369,0.683432655096275,0,"positive",6,"GABA"
"49",8,"Babinski Reflex","C0034935",0.686350687563994,0.676934570737787,0.708398810531151,0.673718681423043,0,"positive",1,"GLUT"
"50",8,"Babinski Reflex","C0034935",0.693996048443391,0.686774489045066,0.718259244804708,0.676954411480397,0,"positive",2,"GLUT"
"51",9,"Babinski Reflex","C0034935",0.695839154875341,0.689834211830428,0.726501600809557,0.67118165198604,0,"positive",3,"GLUT"
"52",8,"Babinski Reflex","C0034935",0.700255102718144,0.692890180354703,0.728844964961784,0.679030162837946,0,"positive",4,"GLUT"
"53",8,"Babinski Reflex","C0034935",0.696372198080686,0.693449565256566,0.724716016039179,0.670951012946312,0,"positive",5,"GLUT"
"54",7,"Babinski Reflex","C0034935",0.694770228340749,0.689336772236488,0.726727820930369,0.668246091855389,0,"positive",6,"GLUT"
"55",6,"Babinski Reflex","C0034935",0.681948195305664,0.676934570737787,0.708398810531151,0.660511204648055,0,"positive",1,"NONN"
"56",8,"Babinski Reflex","C0034935",0.684089875570386,0.686774489045066,0.718259244804708,0.647235892861383,0,"positive",2,"NONN"
"57",9,"Babinski Reflex","C0034935",0.694718181307254,0.689834211830428,0.726501600809557,0.667818731281776,0,"positive",3,"NONN"
"58",8,"Babinski Reflex","C0034935",0.699472738916715,0.692890180354703,0.728844964961784,0.676683071433659,0,"positive",4,"NONN"
"59",8,"Babinski Reflex","C0034935",0.696379546873618,0.693449565256566,0.724716016039179,0.670973059325109,0,"positive",5,"NONN"
"60",7,"Babinski Reflex","C0034935",0.694471188997573,0.689336772236488,0.726727820930369,0.667348973825861,0,"positive",6,"NONN"
"61",13,"Cerebral atrophy","C0235946",0.645544438659908,0.621786424223062,0.666396046307502,0.648450845449159,0,"positive",1,"GABA"
"62",12,"Cerebral atrophy","C0235946",0.652200688894902,0.630995642759526,0.682675837352096,0.642930586573082,0,"positive",2,"GABA"
"63",11,"Cerebral atrophy","C0235946",0.655487797582693,0.638061737926628,0.688702461530353,0.639699193291099,0,"positive",3,"GABA"
"64",11,"Cerebral atrophy","C0235946",0.656027041496242,0.639090037804164,0.689079505626268,0.639911581058293,0,"positive",4,"GABA"
"65",11,"Cerebral atrophy","C0235946",0.655211784718624,0.639418383827627,0.687129417345245,0.639087552983,0,"positive",5,"GABA"
"66",11,"Cerebral atrophy","C0235946",0.656310311468275,0.637081136964663,0.687604776702729,0.644245020737432,0,"positive",6,"GABA"
"67",13,"Cerebral atrophy","C0235946",0.644586111023671,0.621786424223062,0.666396046307502,0.645575862540449,0,"positive",1,"GLUT"
"68",12,"Cerebral atrophy","C0235946",0.653310635266231,0.630995642759526,0.682675837352096,0.64626042568707,0,"positive",2,"GLUT"
"69",11,"Cerebral atrophy","C0235946",0.655961796033083,0.638061737926628,0.688702461530353,0.641121188642268,0,"positive",3,"GLUT"
"70",11,"Cerebral atrophy","C0235946",0.655388055123697,0.639090037804164,0.689079505626268,0.637994621940659,0,"positive",4,"GLUT"
"71",11,"Cerebral atrophy","C0235946",0.655331803557024,0.639418383827627,0.687129417345245,0.6394476094982,0,"positive",5,"GLUT"
"72",11,"Cerebral atrophy","C0235946",0.653256971450348,0.637081136964663,0.687604776702729,0.635085000683652,0,"positive",6,"GLUT"
"73",10,"Cerebral atrophy","C0235946",0.640263002079989,0.621786424223062,0.666396046307502,0.632606535709403,0,"positive",1,"NONN"
"74",12,"Cerebral atrophy","C0235946",0.64370001283942,0.630995642759526,0.682675837352096,0.617428558406636,0,"positive",2,"NONN"
"75",11,"Cerebral atrophy","C0235946",0.653421954336412,0.638061737926628,0.688702461530353,0.633501663552254,0,"positive",3,"NONN"
"76",11,"Cerebral atrophy","C0235946",0.657690897595174,0.639090037804164,0.689079505626268,0.644903149355089,0,"positive",4,"NONN"
"77",11,"Cerebral atrophy","C0235946",0.654858108951795,0.639418383827627,0.687129417345245,0.638026525682512,0,"positive",5,"NONN"
"78",11,"Cerebral atrophy","C0235946",0.655083384710151,0.637081136964663,0.687604776702729,0.64056424046306,0,"positive",6,"NONN"
"79",13,"CSF lactate increased","C1167918",0.755704126072934,0.803724781897492,0.759447504844224,0.703940091477086,0,"positive",3,"GABA"
"80",13,"CSF lactate increased","C1167918",0.759939627387475,0.805945565249,0.758478660052145,0.71539465686128,0,"positive",4,"GABA"
"81",16,"CSF lactate increased","C1167918",0.757488814279013,0.803997410032715,0.750433697537815,0.718035335266509,0,"positive",5,"GABA"
"82",13,"CSF lactate increased","C1167918",0.758024720342677,0.805945565249,0.758478660052145,0.709649935726884,0,"positive",4,"GLUT"
"83",19,"Developmental regression","C1836830",0.656170332002477,0.668004874303075,0.6884244113717,0.612081710332656,0,"positive",4,"GABA"
"84",20,"Developmental regression","C1836830",0.655999151524136,0.661085700931459,0.693842249151423,0.613069504489524,0,"positive",6,"GABA"
"85",19,"Developmental regression","C1836830",0.654025172358478,0.668004874303075,0.6884244113717,0.605646231400659,0,"positive",4,"GLUT"
"86",20,"Developmental regression","C1836830",0.655314004148667,0.665624061028945,0.690142683807154,0.6101752676099,0,"positive",3,"NONN"
"87",18,"Developmental regression","C1836830",0.654341266488676,0.668004874303075,0.6884244113717,0.606594513791253,0,"positive",4,"NONN"
"88",20,"Developmental regression","C1836830",0.65320254702276,0.665624061028945,0.687374249335729,0.606609330703606,0,"positive",5,"NONN"
"89",20,"Developmental regression","C1836830",0.652940282285033,0.661085700931459,0.693842249151423,0.603892896772218,0,"positive",6,"NONN"
"90",9,"Dysarthria","C0013362",0.672337731890289,0.628794843629359,0.685723561797814,0.702494790243693,0,"positive",1,"GABA"
"91",5,"Dysarthria","C0013362",0.683197730341582,0.646586033701873,0.699375774143736,0.703631383179139,0,"positive",2,"GABA"
"92",4,"Dysarthria","C0013362",0.685052155751487,0.648600862844362,0.705710793541663,0.700844810868436,0,"positive",3,"GABA"
"93",4,"Dysarthria","C0013362",0.689282699332446,0.652001695441412,0.708543636697642,0.707302765858284,0,"positive",4,"GABA"
"94",4,"Dysarthria","C0013362",0.688222544259165,0.653233477406054,0.707770629736941,0.703663525634501,0,"positive",5,"GABA"
"95",4,"Dysarthria","C0013362",0.685670994531509,0.650502264568458,0.701288284306504,0.705222434719566,0,"positive",6,"GABA"
"96",9,"Dysarthria","C0013362",0.67289873678249,0.628794843629359,0.685723561797814,0.704177804920296,0,"positive",1,"GLUT"
"97",5,"Dysarthria","C0013362",0.684686402209375,0.646586033701873,0.699375774143736,0.708097398782515,0,"positive",2,"GLUT"
"98",4,"Dysarthria","C0013362",0.684684303206787,0.648600862844362,0.705710793541663,0.699741253234335,0,"positive",3,"GLUT"
"99",4,"Dysarthria","C0013362",0.687676171794992,0.652001695441412,0.708543636697642,0.702483183245924,0,"positive",4,"GLUT"
"100",4,"Dysarthria","C0013362",0.687566897692843,0.653233477406054,0.707770629736941,0.701696585935533,0,"positive",5,"GLUT"
"101",4,"Dysarthria","C0013362",0.684046312459083,0.650502264568458,0.701288284306504,0.700348388502287,0,"positive",6,"GLUT"
"102",7,"Dysarthria","C0013362",0.663163739422338,0.628794843629359,0.685723561797814,0.674972812839839,0,"positive",1,"NONN"
"103",5,"Dysarthria","C0013362",0.674721645816449,0.646586033701873,0.699375774143736,0.678203129603737,0,"positive",2,"NONN"
"104",4,"Dysarthria","C0013362",0.679485558667284,0.648600862844362,0.705710793541663,0.684145019615826,0,"positive",3,"NONN"
"105",4,"Dysarthria","C0013362",0.683898838059283,0.652001695441412,0.708543636697642,0.691151182038796,0,"positive",4,"NONN"
"106",4,"Dysarthria","C0013362",0.681797624570662,0.653233477406054,0.707770629736941,0.684388766568989,0,"positive",5,"NONN"
"107",4,"Dysarthria","C0013362",0.681838601960226,0.650502264568458,0.701288284306504,0.693725257005716,0,"positive",6,"NONN"
"108",14,"Dystonia","C0013421",0.671182439615227,0.64885256044827,0.678979897874681,0.685714860522731,0,"positive",1,"GABA"
"109",15,"Dystonia","C0013421",0.676777099684807,0.660464259395726,0.695921382049093,0.673945657609602,0,"positive",2,"GABA"
"110",15,"Dystonia","C0013421",0.679266538265483,0.665323758012264,0.701355382682181,0.671120474102005,0,"positive",3,"GABA"
"111",12,"Dystonia","C0013421",0.685638702205165,0.670649045480458,0.706130716571863,0.680136344563174,0,"positive",4,"GABA"
"112",12,"Dystonia","C0013421",0.685159541116628,0.672274092406946,0.707208244205491,0.675996286737445,0,"positive",5,"GABA"
"113",12,"Dystonia","C0013421",0.684364270508743,0.671406821373451,0.696626411257446,0.685059578895333,0,"positive",6,"GABA"
"114",14,"Dystonia","C0013421",0.665494710051104,0.64885256044827,0.678979897874681,0.668651671830363,0,"positive",1,"GLUT"
"115",15,"Dystonia","C0013421",0.675865070285271,0.660464259395726,0.695921382049093,0.671209569410994,0,"positive",2,"GLUT"
"116",14,"Dystonia","C0013421",0.67726524686251,0.665323758012264,0.701355382682181,0.665116599893086,0,"positive",3,"GLUT"
"117",12,"Dystonia","C0013421",0.681530258843915,0.670649045480458,0.706130716571863,0.667811014479425,0,"positive",4,"GLUT"
"118",12,"Dystonia","C0013421",0.683609474343046,0.672274092406946,0.707208244205491,0.671346086416702,0,"positive",5,"GLUT"
"119",12,"Dystonia","C0013421",0.680711362840224,0.671406821373451,0.696626411257446,0.674100855889775,0,"positive",6,"GLUT"
"120",11,"Dystonia","C0013421",0.662474570679217,0.64885256044827,0.678979897874681,0.6595912537147,0,"positive",1,"NONN"
"121",15,"Dystonia","C0013421",0.665562586921185,0.660464259395726,0.695921382049093,0.640302119318737,0,"positive",2,"NONN"
"122",14,"Dystonia","C0013421",0.667767495321544,0.665323758012264,0.701355382682181,0.636623345270189,0,"positive",3,"NONN"
"123",12,"Dystonia","C0013421",0.675599193704706,0.670649045480458,0.706130716571863,0.650017819061798,0,"positive",4,"NONN"
"124",12,"Dystonia","C0013421",0.677165871673636,0.672274092406946,0.707208244205491,0.65201527840847,0,"positive",5,"NONN"
"125",12,"Dystonia","C0013421",0.674805685074006,0.671406821373451,0.696626411257446,0.656383822591121,0,"positive",6,"NONN"
"126",16,"Dystonic disease","C4020871",0.677764755096773,0.656548707676527,0.68674951926501,0.689996038348784,0,"positive",1,"GABA"
"127",16,"Dystonic disease","C4020871",0.682398714238884,0.666130577408773,0.702138380457232,0.678927184850646,0,"positive",2,"GABA"
"128",16,"Dystonic disease","C4020871",0.685533055130313,0.67219786919035,0.707310732853785,0.677090563346803,0,"positive",3,"GABA"
"129",15,"Dystonic disease","C4020871",0.692170286645291,0.678505143166797,0.712411865251763,0.685593851517312,0,"positive",4,"GABA"
"130",13,"Dystonic disease","C4020871",0.691618148581997,0.681340416678763,0.713643971227121,0.679870057840108,0,"positive",5,"GABA"
"131",13,"Dystonic disease","C4020871",0.690813900347186,0.678979301535693,0.703997222420056,0.689465177085809,0,"positive",6,"GABA"
"132",16,"Dystonic disease","C4020871",0.672441352302489,0.656548707676527,0.68674951926501,0.67402582996593,0,"positive",1,"GLUT"
"133",16,"Dystonic disease","C4020871",0.681227650139367,0.666130577408773,0.702138380457232,0.675413992552096,0,"positive",2,"GLUT"
"134",15,"Dystonic disease","C4020871",0.684051925795606,0.67219786919035,0.707310732853785,0.672647175342683,0,"positive",3,"GLUT"
"135",15,"Dystonic disease","C4020871",0.689315784888959,0.678505143166797,0.712411865251763,0.677030346248316,0,"positive",4,"GLUT"
"136",13,"Dystonic disease","C4020871",0.69097424820432,0.681340416678763,0.713643971227121,0.677938356707075,0,"positive",5,"GLUT"
"137",13,"Dystonic disease","C4020871",0.687290671865555,0.678979301535693,0.703997222420056,0.678895491640916,0,"positive",6,"GLUT"
"138",13,"Dystonic disease","C4020871",0.671212712205296,0.656548707676527,0.68674951926501,0.670339909674352,0,"positive",1,"NONN"
"139",16,"Dystonic disease","C4020871",0.674726316383457,0.666130577408773,0.702138380457232,0.655909991284367,0,"positive",2,"NONN"
"140",15,"Dystonic disease","C4020871",0.675829122531206,0.67219786919035,0.707310732853785,0.647978765549481,0,"positive",3,"NONN"
"141",14,"Dystonic disease","C4020871",0.68330041368224,0.678505143166797,0.712411865251763,0.658984232628159,0,"positive",4,"NONN"
"142",13,"Dystonic disease","C4020871",0.686790744519984,0.681340416678763,0.713643971227121,0.665387845654069,0,"positive",5,"NONN"
"143",13,"Dystonic disease","C4020871",0.683896857323654,0.678979301535693,0.703997222420056,0.668714048015213,0,"positive",6,"NONN"
"144",17,"Epileptic encephalopathy","C0543888",0.824572681760548,0.789544381920494,0.844165830825811,0.840007832535341,0,"positive",1,"GABA"
"145",17,"Epileptic encephalopathy","C0543888",0.839933857373481,0.820119803957161,0.857418923436978,0.842262844726303,0,"positive",2,"GABA"
"146",18,"Epileptic encephalopathy","C0543888",0.845971228347478,0.822239970956616,0.868572383818121,0.847101330267696,0,"positive",3,"GABA"
"147",18,"Epileptic encephalopathy","C0543888",0.845435900159397,0.818791069159557,0.866947509194249,0.850569122124386,0,"positive",4,"GABA"
"148",20,"Epileptic encephalopathy","C0543888",0.841539651694287,0.819684153203848,0.863309929789368,0.841624872089645,0,"positive",5,"GABA"
"149",18,"Epileptic encephalopathy","C0543888",0.833655458445804,0.813294608821928,0.839578736208626,0.848093030306859,0,"positive",6,"GABA"
"150",17,"Epileptic encephalopathy","C0543888",0.821612320284832,0.789544381920494,0.844165830825811,0.83112674810819,0,"positive",1,"GLUT"
"151",17,"Epileptic encephalopathy","C0543888",0.834350017662526,0.820119803957161,0.857418923436978,0.825511325593441,0,"positive",2,"GLUT"
"152",17,"Epileptic encephalopathy","C0543888",0.838231335897452,0.822239970956616,0.868572383818121,0.823881652917619,0,"positive",3,"GLUT"
"153",18,"Epileptic encephalopathy","C0543888",0.838982480583955,0.818791069159557,0.866947509194249,0.831208863398057,0,"positive",4,"GLUT"
"154",18,"Epileptic encephalopathy","C0543888",0.83765286130725,0.819684153203848,0.863309929789368,0.829964500928534,0,"positive",5,"GLUT"
"155",18,"Epileptic encephalopathy","C0543888",0.826686186408376,0.813294608821928,0.839578736208626,0.827185214194575,0,"positive",6,"GLUT"
"156",17,"Epileptic encephalopathy","C0543888",0.798471952551418,0.820119803957161,0.857418923436978,0.717877130260116,0,"positive",2,"NONN"
"157",17,"Epileptic encephalopathy","C0543888",0.808031858908683,0.822239970956616,0.868572383818121,0.733283221951312,0,"positive",3,"NONN"
"158",17,"Epileptic encephalopathy","C0543888",0.812271850654405,0.818791069159557,0.866947509194249,0.751076973609409,0,"positive",4,"NONN"
"159",18,"Epileptic encephalopathy","C0543888",0.806023736066695,0.819684153203848,0.863309929789368,0.735077125206867,0,"positive",5,"NONN"
"160",18,"Epileptic encephalopathy","C0543888",0.790860759303593,0.813294608821928,0.839578736208626,0.719708932880225,0,"positive",6,"NONN"
"161",19,"Glomerulonephritis","C0017658",0.229385250466905,0.23106458060999,0.232142681281453,0.224948489509272,0,"negative",2,"GABA"
"162",20,"Glomerulonephritis","C0017658",0.22004979069543,0.218531827214481,0.219551708176993,0.222065836694816,0,"negative",4,"GABA"
"163",18,"Glomerulonephritis","C0017658",0.223085897841282,0.21046584560914,0.223052757014408,0.235739090900297,0,"negative",5,"GABA"
"164",17,"Glomerulonephritis","C0017658",0.229613130650874,0.218015979553675,0.230562038979329,0.240261373419619,0,"negative",6,"GABA"
"165",20,"Glomerulonephritis","C0017658",0.225854484435776,0.23106458060999,0.232142681281453,0.214356191415886,0,"negative",2,"GLUT"
"166",20,"Glomerulonephritis","C0017658",0.221196457504337,0.224176841957173,0.220669483262918,0.218743047292918,0,"negative",3,"GLUT"
"167",20,"Glomerulonephritis","C0017658",0.218034513280402,0.218531827214481,0.219551708176993,0.216020004449733,0,"negative",4,"GLUT"
"168",17,"Glomerulonephritis","C0017658",0.218097683183605,0.21046584560914,0.223052757014408,0.220774446927266,0,"negative",5,"GLUT"
"169",17,"Glomerulonephritis","C0017658",0.222795044100352,0.218015979553675,0.230562038979329,0.219807113768053,0,"negative",6,"GLUT"
"170",19,"Glomerulonephritis","C0017658",0.226110132937902,0.218531827214481,0.219551708176993,0.240246863422231,0,"negative",4,"NONN"
"171",17,"Glomerulonephritis","C0017658",0.22640868724318,0.21046584560914,0.223052757014408,0.245707459105991,0,"negative",5,"NONN"
"172",17,"Glomerulonephritis","C0017658",0.241074416365621,0.218015979553675,0.230562038979329,0.274645230563858,0,"negative",6,"NONN"
"173",19,"Hypersensitivity","C0020517",0.307454396486338,0.314481953789183,0.359814427955181,0.24806680771465,0,"negative",1,"GABA"
"174",14,"Hypersensitivity","C0020517",0.278391613304779,0.279611954310749,0.295097533845194,0.260465351758392,0,"negative",2,"GABA"
"175",17,"Hypersensitivity","C0020517",0.277642831364294,0.283777969018933,0.2880083561681,0.261142168905848,0,"negative",3,"GABA"
"176",19,"Hypersensitivity","C0020517",0.286360995643957,0.295118786835654,0.297471445237255,0.266492754858961,0,"negative",6,"GABA"
"177",19,"Hypersensitivity","C0020517",0.309530146714164,0.314481953789183,0.359814427955181,0.254294058398128,0,"negative",1,"GLUT"
"178",14,"Hypersensitivity","C0020517",0.276873659886141,0.279611954310749,0.295097533845194,0.255911491502481,0,"negative",2,"GLUT"
"179",16,"Hypersensitivity","C0020517",0.277558451273732,0.283777969018933,0.2880083561681,0.260889028634162,0,"negative",3,"GLUT"
"180",19,"Hypersensitivity","C0020517",0.278813562761349,0.291679705836332,0.282731490273746,0.262029492173969,0,"negative",5,"GLUT"
"181",19,"Hypersensitivity","C0020517",0.288002410458259,0.295118786835654,0.297471445237255,0.271416999301866,0,"negative",6,"GLUT"
"182",14,"Hypersensitivity","C0020517",0.307396159171131,0.279611954310749,0.295097533845194,0.34747898935745,0,"negative",2,"NONN"
"183",16,"Hypersensitivity","C0020517",0.300896207900233,0.283777969018933,0.2880083561681,0.330902298513667,0,"negative",3,"NONN"
"184",19,"Hypersensitivity","C0020517",0.291441265366829,0.291679705836332,0.282731490273746,0.299912599990407,0,"negative",5,"NONN"
"185",19,"Hypersensitivity","C0020517",0.307264164604874,0.295118786835654,0.297471445237255,0.329202261741712,0,"negative",6,"NONN"
"186",10,"Hypoplasia of corpus callosum","C0344482",0.704805424996399,0.684421318536591,0.726358291143467,0.703636665309139,0,"positive",1,"GABA"
"187",10,"Hypoplasia of corpus callosum","C0344482",0.710962918315113,0.6941046927121,0.737247793623799,0.701536268609439,0,"positive",2,"GABA"
"188",10,"Hypoplasia of corpus callosum","C0344482",0.710169950245749,0.694612071292088,0.739523886207154,0.696373893238005,0,"positive",3,"GABA"
"189",10,"Hypoplasia of corpus callosum","C0344482",0.712216762671843,0.694337870953116,0.74123242852598,0.701079988536434,0,"positive",4,"GABA"
"190",10,"Hypoplasia of corpus callosum","C0344482",0.713864304356157,0.697118737383006,0.741163694064877,0.703310481620586,0,"positive",5,"GABA"
"191",9,"Hypoplasia of corpus callosum","C0344482",0.712063242253225,0.694057193440782,0.739229309945287,0.702903223373607,0,"positive",6,"GABA"
"192",10,"Hypoplasia of corpus callosum","C0344482",0.702866548928603,0.684421318536591,0.726358291143467,0.697820037105751,0,"positive",1,"GLUT"
"193",10,"Hypoplasia of corpus callosum","C0344482",0.708821041608776,0.6941046927121,0.737247793623799,0.695110638490429,0,"positive",2,"GLUT"
"194",10,"Hypoplasia of corpus callosum","C0344482",0.706397155096647,0.694612071292088,0.739523886207154,0.685055507790699,0,"positive",3,"GLUT"
"195",10,"Hypoplasia of corpus callosum","C0344482",0.707270586122879,0.694337870953116,0.74123242852598,0.686241458889542,0,"positive",4,"GLUT"
"196",10,"Hypoplasia of corpus callosum","C0344482",0.70984514310703,0.697118737383006,0.741163694064877,0.691252997873207,0,"positive",5,"GLUT"
"197",9,"Hypoplasia of corpus callosum","C0344482",0.707209452991771,0.694057193440782,0.739229309945287,0.688341855589242,0,"positive",6,"GLUT"
"198",8,"Hypoplasia of corpus callosum","C0344482",0.698681467652929,0.684421318536591,0.726358291143467,0.685264793278731,0,"positive",1,"NONN"
"199",10,"Hypoplasia of corpus callosum","C0344482",0.706234826043466,0.6941046927121,0.737247793623799,0.6873519917945,0,"positive",2,"NONN"
"200",10,"Hypoplasia of corpus callosum","C0344482",0.707147566125804,0.694612071292088,0.739523886207154,0.687306740878169,0,"positive",3,"NONN"
"201",10,"Hypoplasia of corpus callosum","C0344482",0.711323685559254,0.694337870953116,0.74123242852598,0.698400757198667,0,"positive",4,"NONN"
"202",10,"Hypoplasia of corpus callosum","C0344482",0.710440946838722,0.697118737383006,0.741163694064877,0.693040409068284,0,"positive",5,"NONN"
"203",9,"Hypoplasia of corpus callosum","C0344482",0.710897402672752,0.694057193440782,0.739229309945287,0.699405704632185,0,"positive",6,"NONN"
"204",12,"Inflammation","C0021368",0.352341690529115,0.349364562634761,0.375429069874755,0.33223143907783,0,"negative",1,"GABA"
"205",11,"Inflammation","C0021368",0.344289409198646,0.332666469369636,0.35943923953784,0.340762518688461,0,"negative",2,"GABA"
"206",12,"Inflammation","C0021368",0.346278756121818,0.333466367902592,0.35417280686869,0.351197093594171,0,"negative",3,"GABA"
