,rank,Ontology_Term,ID,mean_AUC,AUC_Maynard,AUC_He,AUC_Allen,combined_p_value,direction,layer,cell_type
47,10,structural constituent of ribosome,GO:0003735,0.629613608,0.6836062,0.592182209,0.613052415,0,positive,1,NONN
2,12,cotranslational protein targeting to membrane,GO:0006613,0.240512819,0.293802707,0.19573922,0.231996529,0,negative,3,GABA
4,12,cotranslational protein targeting to membrane,GO:0006613,0.217831578,0.293802707,0.19573922,0.163952807,0,negative,3,GLUT
6,12,cotranslational protein targeting to membrane,GO:0006613,0.283333043,0.293802707,0.19573922,0.360457203,0,negative,3,NONN
34,19,regulation of synaptic plasticity,GO:0048167,0.614985298,0.650651322,0.647650136,0.546654438,0,positive,3,GLUT
35,19,regulation of synaptic plasticity,GO:0048167,0.627328419,0.650651322,0.647650136,0.583683798,0,positive,3,NONN
39,14,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,0.237497583,0.292488715,0.188463625,0.231540411,0,negative,3,GABA
41,14,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,0.214223365,0.292488715,0.188463625,0.161717755,0,negative,3,GLUT
43,14,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,0.280933235,0.292488715,0.188463625,0.361847366,0,negative,3,NONN
20,6,mitochondrial respirasome,GO:0005746,0.662062305,0.789647921,0.629590672,0.566948323,0,positive,4,GABA
21,6,mitochondrial respirasome,GO:0005746,0.71513547,0.789647921,0.629590672,0.726167816,0,positive,4,GLUT
10,14,cytosolic large ribosomal subunit,GO:0022625,0.312173782,0.317580505,0.223997067,0.394943774,0,negative,5,NONN
14,10,cytosolic ribosome,GO:0022626,0.338399333,0.344911085,0.239300814,0.430986099,0,negative,5,NONN
24,3,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",GO:0000184,0.324532066,0.325560167,0.255794814,0.392241217,0,negative,5,NONN
26,8,positive regulation of angiogenesis,GO:0045766,0.379467723,0.357357415,0.343984367,0.437061387,0,negative,5,GLUT
28,7,positive regulation of vasculature development,GO:1904018,0.383445506,0.361542029,0.353528946,0.435265544,0,negative,5,GLUT
44,4,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,0.314008176,0.309534522,0.203594702,0.428895303,0,negative,5,NONN
